File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid1009,aid1009,2018-01-01,,20.0,,,,,,84.0,,,,,,89.0
LC_Type1_2018001_aid1010,aid1010,2018-01-01,3.0,153.0,,2.0,16.0,,,53.0,,,,,,166.0
LC_Type1_2018001_aid1011,aid1011,2018-01-01,,80.0,,,55.0,,8.0,67.0,,,,,,76.0
LC_Type1_2018001_aid1012,aid1012,2018-01-01,,92.0,,,145.0,53.0,123.0,17.0,5.0,,,,,16.0
LC_Type1_2018001_aid1013,aid1013,2018-01-01,,89.0,,,107.0,20.0,11.0,28.0,,,,,,15.0
LC_Type1_2018001_aid1014,aid1014,2018-01-01,,19.0,,,10.0,1.0,4.0,31.0,,,,,,43.0
LC_Type1_2018001_aid1015,aid1015,2018-01-01,,,,,,,,1.0,,,,,,5.0
LC_Type1_2018001_aid1016,aid1016,2018-01-01,,24.0,,,77.0,13.0,9.0,21.0,1.0,,,,,22.0
LC_Type1_2018001_aid1017,aid1017,2018-01-01,,30.0,,,98.0,44.0,51.0,23.0,3.0,,,,,30.0
LC_Type1_2018001_aid1018,aid1018,2018-01-01,,102.0,,,120.0,38.0,97.0,2.0,1.0,,,,,5.0
LC_Type1_2018001_aid1019,aid1019,2018-01-01,,4.0,,,26.0,3.0,5.0,7.0,,,,,,7.0
LC_Type1_2018001_aid1020,aid1020,2018-01-01,1.0,,,,2.0,,1.0,43.0,,,,,,84.0
LC_Type1_2018001_aid1021,aid1021,2018-01-01,,56.0,,,142.0,37.0,63.0,37.0,2.0,,,,,28.0
LC_Type1_2018001_aid1022,aid1022,2018-01-01,,,,,3.0,1.0,4.0,1.0,,1.0,,,,1.0
LC_Type1_2018001_aid1023,aid1023,2018-01-01,,35.0,,,37.0,,7.0,17.0,,,,,,13.0
LC_Type1_2018001_aid1024,aid1024,2018-01-01,,,,,16.0,,1.0,5.0,,,,,,3.0
LC_Type1_2018001_aid1025,aid1025,2018-01-01,,,,,,,,17.0,,,,,,52.0
LC_Type1_2018001_aid1026,aid1026,2018-01-01,,,,,36.0,,,3.0,,,,,,7.0
LC_Type1_2018001_aid1027,aid1027,2018-01-01,,,,,16.0,,,7.0,,,,,,1.0
LC_Type1_2018001_aid1028,aid1028,2018-01-01,,,,,10.0,,,4.0,,,,,,1.0
LC_Type1_2018001_aid1029,aid1029,2018-01-01,,,,,,1.0,1.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1030,aid1030,2018-01-01,,,,,,,1.0,1.0,,,,,,
LC_Type1_2018001_aid1031,aid1031,2018-01-01,,1.0,,,18.0,,91.0,4.0,,,,,,3.0
LC_Type1_2018001_aid1032,aid1032,2018-01-01,,35.0,,1.0,19.0,,160.0,31.0,,,,,,23.0
LC_Type1_2018001_aid1033,aid1033,2018-01-01,,12.0,,,5.0,,10.0,11.0,,,,,,7.0
LC_Type1_2018001_aid1034,aid1034,2018-01-01,,120.0,,,74.0,,33.0,21.0,,,,,,10.0
LC_Type1_2018001_aid1035,aid1035,2018-01-01,,9.0,,,8.0,2.0,46.0,9.0,,,,,,3.0
LC_Type1_2018001_aid1036,aid1036,2018-01-01,,161.0,,,50.0,,32.0,11.0,,,,,,7.0
LC_Type1_2018001_aid1037,aid1037,2018-01-01,,26.0,,,41.0,,64.0,39.0,,,,,,15.0
LC_Type1_2018001_aid1038,aid1038,2018-01-01,,17.0,,,45.0,1.0,71.0,58.0,,,,,,37.0
LC_Type1_2018001_aid1039,aid1039,2018-01-01,,224.0,,,54.0,1.0,18.0,31.0,,,,,,12.0
LC_Type1_2018001_aid1040,aid1040,2018-01-01,,64.0,,,16.0,,18.0,,,,,,,
LC_Type1_2018001_aid1041,aid1041,2018-01-01,,93.0,,,29.0,,2.0,,,,,,,
LC_Type1_2018001_aid1042,aid1042,2018-01-01,,11.0,,,23.0,,45.0,22.0,,,,,,11.0
LC_Type1_2018001_aid1043,aid1043,2018-01-01,,93.0,,,55.0,,51.0,,,,,,,
LC_Type1_2018001_aid1044,aid1044,2018-01-01,,22.0,,,22.0,,55.0,50.0,,,,,,20.0
LC_Type1_2018001_aid1045,aid1045,2018-01-01,,7.0,,,11.0,,59.0,3.0,,,,,,
LC_Type1_2018001_aid1046,aid1046,2018-01-01,,121.0,,,45.0,,13.0,,,,,,,
LC_Type1_2018001_aid1047,aid1047,2018-01-01,,167.0,,,24.0,,12.0,18.0,,,,,,31.0
LC_Type1_2018001_aid1048,aid1048,2018-01-01,,92.0,,,40.0,,39.0,8.0,,,,,,9.0
LC_Type1_2018001_aid1049,aid1049,2018-01-01,,116.0,,,47.0,,65.0,,,,,,,2.0
LC_Type1_2018001_aid1050,aid1050,2018-01-01,1.0,139.0,,,1.0,,2.0,125.0,,,,,,130.0
LC_Type1_2018001_aid1051,aid1051,2018-01-01,,34.0,,,8.0,,47.0,21.0,,,,,,25.0
LC_Type1_2018001_aid1052,aid1052,2018-01-01,1.0,28.0,,3.0,3.0,,1.0,43.0,,,,,,51.0
LC_Type1_2018001_aid1053,aid1053,2018-01-01,,19.0,,,4.0,,4.0,17.0,,,,,,12.0
LC_Type1_2018001_aid1054,aid1054,2018-01-01,,122.0,,,19.0,,38.0,7.0,,,,,,2.0
LC_Type1_2018001_aid1055,aid1055,2018-01-01,,10.0,,,2.0,,1.0,1.0,,,,,,
LC_Type1_2018001_aid1056,aid1056,2018-01-01,,87.0,,,5.0,,15.0,6.0,,,,,,1.0
LC_Type1_2018001_aid1057,aid1057,2018-01-01,,4.0,,,,,1.0,4.0,,,,,,3.0
LC_Type1_2018001_aid1058,aid1058,2018-01-01,,92.0,,,60.0,,66.0,30.0,,,,,,4.0
LC_Type1_2018001_aid1059,aid1059,2018-01-01,,232.0,,,21.0,,16.0,11.0,,,,,,13.0
LC_Type1_2018001_aid1060,aid1060,2018-01-01,,20.0,,,41.0,,51.0,18.0,,,,,,16.0
LC_Type1_2018001_aid1061,aid1061,2018-01-01,,107.0,,,50.0,,14.0,13.0,,,,,,3.0
LC_Type1_2018001_aid1062,aid1062,2018-01-01,,90.0,,,44.0,,36.0,54.0,,,,,,59.0
LC_Type1_2018001_aid1063,aid1063,2018-01-01,,157.0,,,24.0,,27.0,2.0,,,,,,4.0
LC_Type1_2018001_aid1064,aid1064,2018-01-01,,95.0,,,35.0,,24.0,20.0,,,,,,4.0
LC_Type1_2018001_aid1065,aid1065,2018-01-01,,,,,,,,8.0,,,,,,8.0
LC_Type1_2018001_aid1066,aid1066,2018-01-01,,,1.0,1.0,3.0,,5.0,21.0,3.0,,,,,19.0
LC_Type1_2018001_aid1067,aid1067,2018-01-01,,2.0,,,,,,40.0,,,,,,62.0
LC_Type1_2018001_aid1068,aid1068,2018-01-01,,5.0,,,,,,42.0,,,,,,80.0
LC_Type1_2018001_aid1069,aid1069,2018-01-01,2.0,82.0,,,2.0,,,19.0,,,,,,43.0
LC_Type1_2018001_aid1070,aid1070,2018-01-01,,,,,1.0,,6.0,22.0,4.0,,,,,31.0
LC_Type1_2018001_aid1071,aid1071,2018-01-01,1.0,62.0,,,11.0,,,45.0,,,,,,59.0
LC_Type1_2018001_aid1072,aid1072,2018-01-01,,37.0,,,5.0,,,63.0,,,,,,53.0
LC_Type1_2018001_aid1073,aid1073,2018-01-01,,115.0,,,4.0,,,57.0,,,,,,65.0
LC_Type1_2018001_aid1074,aid1074,2018-01-01,,148.0,,2.0,9.0,,,37.0,,,,,,35.0
LC_Type1_2018001_aid1075,aid1075,2018-01-01,,,,,,,,,,,,,,10.0
LC_Type1_2018001_aid1076,aid1076,2018-01-01,,,,,25.0,,,11.0,,,,,,8.0
LC_Type1_2018001_aid1077,aid1077,2018-01-01,,,,,16.0,,3.0,35.0,,,,,,36.0
LC_Type1_2018001_aid1078,aid1078,2018-01-01,,,,,,,,9.0,,,,,,3.0
LC_Type1_2018001_aid1079,aid1079,2018-01-01,,,,,18.0,,,2.0,,,,,,
LC_Type1_2018001_aid1080,aid1080,2018-01-01,,,,,17.0,,,6.0,,,,,,2.0
LC_Type1_2018001_aid1081,aid1081,2018-01-01,,,,,72.0,,2.0,,,,,,,
LC_Type1_2018001_aid1082,aid1082,2018-01-01,,,,,12.0,,1.0,4.0,,,,,,2.0
LC_Type1_2018001_aid1083,aid1083,2018-01-01,,,,,6.0,,,4.0,,,,,,2.0
LC_Type1_2018001_aid1084,aid1084,2018-01-01,,,,,23.0,,3.0,9.0,,,,,,6.0
LC_Type1_2018001_aid1085,aid1085,2018-01-01,,1.0,,,18.0,,,34.0,,,,,,21.0
LC_Type1_2018001_aid1086,aid1086,2018-01-01,,27.0,,,28.0,36.0,33.0,13.0,28.0,5.0,47.0,,,8.0
LC_Type1_2018001_aid1087,aid1087,2018-01-01,,42.0,,,212.0,19.0,25.0,12.0,,,1.0,,,5.0
LC_Type1_2018001_aid1088,aid1088,2018-01-01,1.0,427.0,,,219.0,2.0,21.0,26.0,,,,,,31.0
LC_Type1_2018001_aid1089,aid1089,2018-01-01,,513.0,,,34.0,,6.0,11.0,,,,,,15.0
LC_Type1_2018001_aid1090,aid1090,2018-01-01,,,,,,,,,,,,,,1.0
LC_Type1_2018001_aid1091,aid1091,2018-01-01,,,,,,,1.0,,,3.0,,,,
LC_Type1_2018001_aid1092,aid1092,2018-01-01,,,,,,2.0,,,,2.0,,,,
LC_Type1_2018001_aid1093,aid1093,2018-01-01,10.0,405.0,,,26.0,,11.0,50.0,,,,,,64.0
LC_Type1_2018001_aid1094,aid1094,2018-01-01,,1.0,,,3.0,1.0,8.0,8.0,,12.0,,,,6.0
LC_Type1_2018001_aid1095,aid1095,2018-01-01,,1.0,,,13.0,,7.0,20.0,,,,,,9.0
LC_Type1_2018001_aid1096,aid1096,2018-01-01,,410.0,,,6.0,,1.0,3.0,,,,,,5.0
LC_Type1_2018001_aid1097,aid1097,2018-01-01,,129.0,,,9.0,,5.0,12.0,,,,,,6.0
LC_Type1_2018001_aid1098,aid1098,2018-01-01,3.0,464.0,,,30.0,,9.0,25.0,,,,,,38.0
LC_Type1_2018001_aid1099,aid1099,2018-01-01,,293.0,,,5.0,,2.0,5.0,,,,,,7.0
LC_Type1_2018001_aid1100,aid1100,2018-01-01,,441.0,,,69.0,53.0,71.0,8.0,,,3.0,,,3.0
LC_Type1_2018001_aid1101,aid1101,2018-01-01,,4.0,,,4.0,1.0,14.0,4.0,2.0,,,,,1.0
LC_Type1_2018001_aid1102,aid1102,2018-01-01,,88.0,,,110.0,,12.0,8.0,,3.0,,,,3.0
LC_Type1_2018001_aid1103,aid1103,2018-01-01,,240.0,,,92.0,4.0,28.0,57.0,,9.0,,,,11.0
LC_Type1_2018001_aid1104,aid1104,2018-01-01,,,,,,1.0,,,,,,,,
LC_Type1_2018001_aid1105,aid1105,2018-01-01,,4.0,,,6.0,3.0,19.0,5.0,3.0,,,,,1.0
LC_Type1_2018001_aid1106,aid1106,2018-01-01,,907.0,,,30.0,,4.0,6.0,,,,,,13.0
LC_Type1_2018001_aid1107,aid1107,2018-01-01,,,,,,,,,,,,,,1.0
LC_Type1_2018001_aid1108,aid1108,2018-01-01,,74.0,,,44.0,,10.0,12.0,,,,,,3.0
LC_Type1_2018001_aid1109,aid1109,2018-01-01,,21.0,,,34.0,,1.0,12.0,,,,,,9.0
LC_Type1_2018001_aid1110,aid1110,2018-01-01,,,,,,,1.0,,,,,,,1.0
LC_Type1_2018001_aid1111,aid1111,2018-01-01,,35.0,,,37.0,,7.0,12.0,,,,,,8.0
LC_Type1_2018001_aid1112,aid1112,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1113,aid1113,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1114,aid1114,2018-01-01,,26.0,,,51.0,4.0,6.0,17.0,,,,,,18.0
LC_Type1_2018001_aid1115,aid1115,2018-01-01,,,,,1.0,1.0,,,,3.0,,,,1.0
LC_Type1_2018001_aid1116,aid1116,2018-01-01,,,,,,,,,,2.0,,,,
LC_Type1_2018001_aid1117,aid1117,2018-01-01,,,,,,,,,,2.0,,,,
LC_Type1_2018001_aid1118,aid1118,2018-01-01,,97.0,,,12.0,,1.0,,,,,,,
LC_Type1_2018001_aid1119,aid1119,2018-01-01,2.0,662.0,,,1.0,,,11.0,,,,,,12.0
LC_Type1_2018001_aid1120,aid1120,2018-01-01,,55.0,,,75.0,1.0,5.0,8.0,,,,,,4.0
LC_Type1_2018001_aid1121,aid1121,2018-01-01,,,,,,2.0,,,,,,,,
LC_Type1_2018001_aid1122,aid1122,2018-01-01,,,,,,,,,,1.0,,,,
LC_Type1_2018001_aid1123,aid1123,2018-01-01,,,,,,1.0,,,,,,,,
LC_Type1_2018001_aid1124,aid1124,2018-01-01,,169.0,,,56.0,,,21.0,,,,,,9.0
LC_Type1_2018001_aid1125,aid1125,2018-01-01,1.0,4.0,,,4.0,12.0,,3.0,,14.0,1.0,,,3.0
LC_Type1_2018001_aid1126,aid1126,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1127,aid1127,2018-01-01,,5.0,,,28.0,13.0,10.0,7.0,,4.0,,,,2.0
LC_Type1_2018001_aid1128,aid1128,2018-01-01,,492.0,,,11.0,,1.0,19.0,,,,,,17.0
LC_Type1_2018001_aid1129,aid1129,2018-01-01,,262.0,,,20.0,,,3.0,,,,,,1.0
LC_Type1_2018001_aid1130,aid1130,2018-01-01,,305.0,,,29.0,3.0,7.0,24.0,,,,,,17.0
LC_Type1_2018001_aid1131,aid1131,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1132,aid1132,2018-01-01,,461.0,,,12.0,,4.0,4.0,,,,,,2.0
LC_Type1_2018001_aid1133,aid1133,2018-01-01,,,,,,,,,,4.0,,,,
LC_Type1_2018001_aid1134,aid1134,2018-01-01,,,,,1.0,9.0,,,,7.0,,,,
LC_Type1_2018001_aid1135,aid1135,2018-01-01,,46.0,,,139.0,,48.0,80.0,,9.0,1.0,,,61.0
LC_Type1_2018001_aid1136,aid1136,2018-01-01,,451.0,,,157.0,9.0,35.0,31.0,,,,,,18.0
LC_Type1_2018001_aid1137,aid1137,2018-01-01,,396.0,,,130.0,28.0,3.0,13.0,,2.0,,,,9.0
LC_Type1_2018001_aid1138,aid1138,2018-01-01,,10.0,,,202.0,,7.0,,,,,,,
LC_Type1_2018001_aid1139,aid1139,2018-01-01,,97.0,,,192.0,1.0,44.0,20.0,3.0,,,,,11.0
LC_Type1_2018001_aid1140,aid1140,2018-01-01,,55.0,,,134.0,,34.0,24.0,,,,,,28.0
LC_Type1_2018001_aid1141,aid1141,2018-01-01,,19.0,,,49.0,,5.0,20.0,,,,,,8.0
LC_Type1_2018001_aid1142,aid1142,2018-01-01,,50.0,,,96.0,1.0,115.0,7.0,1.0,,,,,
LC_Type1_2018001_aid1143,aid1143,2018-01-01,,527.0,,,36.0,3.0,,13.0,,,,,,16.0
LC_Type1_2018001_aid1144,aid1144,2018-01-01,,10.0,,,116.0,,25.0,,,,,,,
LC_Type1_2018001_aid1145,aid1145,2018-01-01,,154.0,,,113.0,4.0,36.0,10.0,3.0,,,,,2.0
LC_Type1_2018001_aid1146,aid1146,2018-01-01,,173.0,,,157.0,,125.0,20.0,,,,,,15.0
LC_Type1_2018001_aid1147,aid1147,2018-01-01,,43.0,,,74.0,,27.0,23.0,,,,,,7.0
LC_Type1_2018001_aid1148,aid1148,2018-01-01,,253.0,,,162.0,3.0,67.0,28.0,,,,,,16.0
LC_Type1_2018001_aid1149,aid1149,2018-01-01,,214.0,,,168.0,2.0,28.0,24.0,,,,,,21.0
LC_Type1_2018001_aid1150,aid1150,2018-01-01,,450.0,,,64.0,3.0,9.0,11.0,,,,,,8.0
LC_Type1_2018001_aid1151,aid1151,2018-01-01,,225.0,,,79.0,6.0,65.0,18.0,1.0,,2.0,,,12.0
LC_Type1_2018001_aid1152,aid1152,2018-01-01,,18.0,,,45.0,,44.0,5.0,,,,,,1.0
LC_Type1_2018001_aid1153,aid1153,2018-01-01,,412.0,,,69.0,,16.0,7.0,,,,,,8.0
LC_Type1_2018001_aid1154,aid1154,2018-01-01,,211.0,,,146.0,6.0,41.0,19.0,,,,,,10.0
LC_Type1_2018001_aid1155,aid1155,2018-01-01,,277.0,,,165.0,,20.0,41.0,,,,,,20.0
LC_Type1_2018001_aid1156,aid1156,2018-01-01,,209.0,,,183.0,,10.0,13.0,,,,,,13.0
LC_Type1_2018001_aid1157,aid1157,2018-01-01,,226.0,,,195.0,17.0,63.0,35.0,,,,,,11.0
LC_Type1_2018001_aid1158,aid1158,2018-01-01,,454.0,,,228.0,4.0,13.0,26.0,,,,,,11.0
LC_Type1_2018001_aid1159,aid1159,2018-01-01,,204.0,,,274.0,,56.0,36.0,,,,,,27.0
LC_Type1_2018001_aid1160,aid1160,2018-01-01,,290.0,,,64.0,,81.0,,,,,,,
LC_Type1_2018001_aid1161,aid1161,2018-01-01,,74.0,,,40.0,,5.0,,,,,,,
LC_Type1_2018001_aid1162,aid1162,2018-01-01,,129.0,,,32.0,,5.0,,,,,,,
LC_Type1_2018001_aid1163,aid1163,2018-01-01,,4.0,,,7.0,,3.0,,,11.0,,,,1.0
LC_Type1_2018001_aid1164,aid1164,2018-01-01,,5.0,,,5.0,,2.0,1.0,,4.0,,,,2.0
LC_Type1_2018001_aid1165,aid1165,2018-01-01,,17.0,,,12.0,,,,,,,,,
LC_Type1_2018001_aid1166,aid1166,2018-01-01,,,,,,,,8.0,,,,,,11.0
LC_Type1_2018001_aid1167,aid1167,2018-01-01,,18.0,,,14.0,,3.0,,,,,,,2.0
LC_Type1_2018001_aid1168,aid1168,2018-01-01,,,,,,,,11.0,,,,,,21.0
LC_Type1_2018001_aid1169,aid1169,2018-01-01,,74.0,,,54.0,,32.0,21.0,,,,,,13.0
LC_Type1_2018001_aid1170,aid1170,2018-01-01,,179.0,,,26.0,,14.0,,,,,,,
LC_Type1_2018001_aid1171,aid1171,2018-01-01,,129.0,,,11.0,,,,,,,,,
LC_Type1_2018001_aid1172,aid1172,2018-01-01,,72.0,,,14.0,,23.0,28.0,,,,,,13.0
LC_Type1_2018001_aid1173,aid1173,2018-01-01,,1000.0,,,21.0,,1.0,,,,,,,
LC_Type1_2018001_aid1174,aid1174,2018-01-01,,42.0,,,30.0,,17.0,9.0,,,,,,5.0
LC_Type1_2018001_aid1175,aid1175,2018-01-01,,103.0,,,54.0,,19.0,,,,,,,
LC_Type1_2018001_aid1176,aid1176,2018-01-01,,156.0,,,30.0,,32.0,4.0,,,,,,
LC_Type1_2018001_aid1177,aid1177,2018-01-01,,218.0,,,44.0,,31.0,6.0,,1.0,,,,5.0
LC_Type1_2018001_aid1178,aid1178,2018-01-01,,34.0,,,50.0,,55.0,3.0,,,,,,1.0
LC_Type1_2018001_aid1179,aid1179,2018-01-01,,36.0,,,14.0,,16.0,5.0,,,,,,3.0
LC_Type1_2018001_aid1180,aid1180,2018-01-01,,95.0,,,19.0,,27.0,10.0,,,,,,6.0
LC_Type1_2018001_aid1181,aid1181,2018-01-01,,46.0,,,45.0,,6.0,6.0,,,,,,3.0
LC_Type1_2018001_aid1182,aid1182,2018-01-01,,119.0,,,11.0,,1.0,,,,,,,
LC_Type1_2018001_aid1183,aid1183,2018-01-01,,21.0,,,33.0,,36.0,,,,,,,
LC_Type1_2018001_aid1184,aid1184,2018-01-01,,58.0,,,18.0,,29.0,36.0,,,,,,16.0
LC_Type1_2018001_aid1185,aid1185,2018-01-01,,68.0,,,87.0,,43.0,40.0,,,,,,5.0
LC_Type1_2018001_aid1186,aid1186,2018-01-01,,268.0,,,135.0,,19.0,,,,,,,
LC_Type1_2018001_aid1187,aid1187,2018-01-01,,256.0,,,42.0,,49.0,,,,,,,
LC_Type1_2018001_aid1188,aid1188,2018-01-01,,39.0,,,16.0,,3.0,3.0,,,,,,5.0
LC_Type1_2018001_aid1189,aid1189,2018-01-01,,96.0,,,17.0,,24.0,13.0,,,,,,5.0
LC_Type1_2018001_aid1190,aid1190,2018-01-01,,150.0,,,62.0,,30.0,8.0,,,,,,15.0
LC_Type1_2018001_aid1191,aid1191,2018-01-01,,373.0,,,34.0,1.0,66.0,4.0,,,,,,7.0
LC_Type1_2018001_aid1192,aid1192,2018-01-01,,107.0,,,18.0,,41.0,2.0,,,,,,8.0
LC_Type1_2018001_aid1193,aid1193,2018-01-01,4.0,1268.0,,,43.0,,56.0,141.0,,,,,,147.0
LC_Type1_2018001_aid1194,aid1194,2018-01-01,,243.0,,,18.0,,8.0,15.0,,,,,,9.0
LC_Type1_2018001_aid1195,aid1195,2018-01-01,,443.0,,,47.0,1.0,85.0,14.0,,,,,,19.0
LC_Type1_2018001_aid1196,aid1196,2018-01-01,,91.0,,,10.0,,33.0,2.0,,,,,,3.0
LC_Type1_2018001_aid1197,aid1197,2018-01-01,,222.0,,,7.0,,12.0,93.0,,,,,,66.0
LC_Type1_2018001_aid1198,aid1198,2018-01-01,,462.0,,,13.0,,13.0,39.0,,,,,,56.0
LC_Type1_2018001_aid1199,aid1199,2018-01-01,,247.0,,,20.0,,7.0,2.0,,,,,,1.0
LC_Type1_2018001_aid1200,aid1200,2018-01-01,,209.0,,,20.0,,22.0,7.0,,,,,,16.0
LC_Type1_2018001_aid1201,aid1201,2018-01-01,,2.0,,,74.0,2.0,33.0,5.0,2.0,,,,,1.0
LC_Type1_2018001_aid1202,aid1202,2018-01-01,,179.0,,,262.0,14.0,51.0,13.0,8.0,,5.0,,,5.0
LC_Type1_2018001_aid1203,aid1203,2018-01-01,,23.0,,,166.0,1.0,62.0,22.0,1.0,,,,,16.0
LC_Type1_2018001_aid1204,aid1204,2018-01-01,,17.0,,,251.0,,89.0,19.0,2.0,,,,,6.0
LC_Type1_2018001_aid1205,aid1205,2018-01-01,,,,,,,,1.0,,,,,,4.0
LC_Type1_2018001_aid1206,aid1206,2018-01-01,,6.0,,,231.0,6.0,83.0,24.0,3.0,,,,,18.0
LC_Type1_2018001_aid1207,aid1207,2018-01-01,,105.0,,,116.0,4.0,18.0,,9.0,3.0,7.0,,,
LC_Type1_2018001_aid1208,aid1208,2018-01-01,,113.0,,,1.0,,,,,,,,,
LC_Type1_2018001_aid1209,aid1209,2018-01-01,,18.0,,,57.0,1.0,9.0,13.0,3.0,,3.0,,,5.0
LC_Type1_2018001_aid1210,aid1210,2018-01-01,,109.0,,,293.0,7.0,116.0,23.0,1.0,,,,,10.0
LC_Type1_2018001_aid1211,aid1211,2018-01-01,,28.0,,,7.0,2.0,40.0,33.0,24.0,,,,,3.0
LC_Type1_2018001_aid1212,aid1212,2018-01-01,,105.0,,,15.0,,52.0,73.0,,,,,,36.0
LC_Type1_2018001_aid1213,aid1213,2018-01-01,,192.0,2.0,,17.0,,11.0,32.0,,,,,,58.0
LC_Type1_2018001_aid1214,aid1214,2018-01-01,,84.0,,,85.0,,49.0,31.0,,,,,,37.0
LC_Type1_2018001_aid1215,aid1215,2018-01-01,1.0,57.0,,,12.0,,7.0,32.0,,,,,,37.0
LC_Type1_2018001_aid1216,aid1216,2018-01-01,,85.0,,,20.0,,4.0,77.0,,,,,,116.0
LC_Type1_2018001_aid1217,aid1217,2018-01-01,,177.0,,,133.0,2.0,111.0,9.0,1.0,,,,,27.0
LC_Type1_2018001_aid1218,aid1218,2018-01-01,,1.0,,,,,,41.0,,,,,,41.0
LC_Type1_2018001_aid1219,aid1219,2018-01-01,,45.0,,,19.0,,64.0,16.0,,,,,,5.0
LC_Type1_2018001_aid1220,aid1220,2018-01-01,,325.0,,,206.0,,221.0,49.0,,,,,,45.0
LC_Type1_2018001_aid1221,aid1221,2018-01-01,,38.0,,,2.0,,,91.0,,,,,,73.0
LC_Type1_2018001_aid1222,aid1222,2018-01-01,,262.0,,,79.0,,19.0,,,,,,,
LC_Type1_2018001_aid1223,aid1223,2018-01-01,,2.0,,,2.0,,,30.0,,,,,,29.0
LC_Type1_2018001_aid1224,aid1224,2018-01-01,,29.0,,,31.0,,21.0,22.0,,,,,,23.0
LC_Type1_2018001_aid1225,aid1225,2018-01-01,,62.0,,,19.0,,85.0,,22.0,,,,,
LC_Type1_2018001_aid1226,aid1226,2018-01-01,,269.0,,,22.0,,7.0,28.0,,,,,,54.0
LC_Type1_2018001_aid1227,aid1227,2018-01-01,,60.0,,,34.0,,33.0,44.0,,,,,,47.0
LC_Type1_2018001_aid1228,aid1228,2018-01-01,,59.0,,,11.0,,8.0,4.0,,,,,,18.0
LC_Type1_2018001_aid1229,aid1229,2018-01-01,,101.0,,,63.0,,49.0,,,,,,,7.0
LC_Type1_2018001_aid1230,aid1230,2018-01-01,,46.0,,,19.0,,26.0,8.0,1.0,,,,,19.0
LC_Type1_2018001_aid1231,aid1231,2018-01-01,,13.0,,,26.0,,91.0,,20.0,,,,,
LC_Type1_2018001_aid1232,aid1232,2018-01-01,,,,,,,,19.0,,,,,,15.0
LC_Type1_2018001_aid1233,aid1233,2018-01-01,,445.0,,,102.0,1.0,99.0,32.0,,,,,,46.0
LC_Type1_2018001_aid1234,aid1234,2018-01-01,,10.0,,,1.0,,,5.0,,,,,,35.0
LC_Type1_2018001_aid1235,aid1235,2018-01-01,,42.0,,,67.0,1.0,107.0,18.0,1.0,2.0,,,,14.0
LC_Type1_2018001_aid1236,aid1236,2018-01-01,,145.0,,,50.0,,77.0,12.0,,,,,,9.0
LC_Type1_2018001_aid1237,aid1237,2018-01-01,5.0,241.0,,,,,,63.0,,,,,,113.0
LC_Type1_2018001_aid1238,aid1238,2018-01-01,,95.0,,,24.0,,79.0,18.0,,,,,,9.0
LC_Type1_2018001_aid1239,aid1239,2018-01-01,,29.0,,1.0,32.0,,38.0,24.0,,,,,,22.0
LC_Type1_2018001_aid1240,aid1240,2018-01-01,,491.0,,,43.0,,16.0,,,,,,,
LC_Type1_2018001_aid1241,aid1241,2018-01-01,3.0,97.0,,,,,,9.0,,,,,,36.0
LC_Type1_2018001_aid1242,aid1242,2018-01-01,,,,,9.0,,14.0,,,,,,,
LC_Type1_2018001_aid1243,aid1243,2018-01-01,,5.0,,,9.0,,10.0,,,,,,,
LC_Type1_2018001_aid1244,aid1244,2018-01-01,,38.0,,,26.0,,1.0,,,,,,,
LC_Type1_2018001_aid1245,aid1245,2018-01-01,,17.0,,,17.0,,1.0,,,,,,,1.0
LC_Type1_2018001_aid1246,aid1246,2018-01-01,,7.0,,,11.0,1.0,5.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1247,aid1247,2018-01-01,,34.0,,,7.0,,11.0,5.0,,,,,,6.0
LC_Type1_2018001_aid1248,aid1248,2018-01-01,1.0,29.0,,,11.0,,,5.0,,,,,,18.0
LC_Type1_2018001_aid1249,aid1249,2018-01-01,,8.0,,,8.0,,,2.0,,,,,,4.0
LC_Type1_2018001_aid1250,aid1250,2018-01-01,1.0,3.0,,,11.0,,,,,,,,,3.0
LC_Type1_2018001_aid1251,aid1251,2018-01-01,,4.0,,,2.0,,,6.0,,,,,,2.0
LC_Type1_2018001_aid1252,aid1252,2018-01-01,,4.0,,,2.0,,,20.0,,,,,,13.0
LC_Type1_2018001_aid1253,aid1253,2018-01-01,,12.0,,,7.0,,,6.0,,,,,,1.0
LC_Type1_2018001_aid1254,aid1254,2018-01-01,,7.0,,,10.0,,,11.0,,,,,,8.0
LC_Type1_2018001_aid1255,aid1255,2018-01-01,,6.0,,,4.0,,,3.0,,,,,,6.0
